Property Address,Property Name,PropertyType,Building Status,Submarket Cluster,Submarket Name,City,State,Zip,County Name,Year Built,Number Of Stories,Year Renovated,Number Of Parking Spaces,Parking Ratio,RBA,Max Building Contiguous Space,Smallest Available Space,Total Available Space (SF),Direct Available Space,Direct Vacant Space,Sublet Available Space,Average Weighted Rent,Percent Leased,Office Space,Building Tax Expenses,Building Operating Expenses,Sublet Services,Direct Services,Leasing Company Name,Leasing Company City State Zip,Leasing Company Phone,Leasing Company Fax,Primary Agent Name,Property Manager Name,Developer Name,Owner Name,Features,Power,Ceiling Ht,Number Of Loading Docks,Drive Ins,Column Spacing,Sprinklers,Number Of Cranes,Construction Material,Rail Lines,Heating,Sewer,Water,Gas,PropertyID,Avg Rent-Direct (Industrial),Avg Rent-Sublet (Industrial),Building Park,Land Area (AC),Latitude,Longitude,Owner Address,Owner City State Zip,Owner Contact,Owner Phone,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Phone,Recorded Owner Address,Recorded Owner City State Zip,Recorded Owner Contact,Recorded Owner Name,Recorded Owner Phone,Rent Type,Rent/SF/Yr,Sale Company Address,Sale Company City State Zip,Sale Company Contact,Sale Company Fax,Sale Company Name,Sale Company Phone,Sales Company,Sales Contact,Sales Contact Phone,True Owner Address,True Owner City State Zip,True Owner Contact,True Owner Name,True Owner Phone,Zoning,Anchor Tenants,Building Class,Fema Flood Zone,Flood Risk Area,Floodplain Area,For Sale Price,Fund Name,Last Sale Date,Last Sale Price,Leasing Company Address,Leasing Company Contact,Star Rating,Tax Year,Taxes Per SF,Taxes Total,Tenancy,Total Buildings
2000 Toronado St,,Industrial,Existing,Southeast,Downtown South,Columbus,OH,43207,Franklin,1979,1,,40,1.07,40100,,,,,0,,-,100,,,,,,NAI Ohio Equities LLC,"Columbus, OH 43215",6146295221,6142245436,"Curt Berlin, SIOR",,,Pelton Shepherd Industries,Fenced Lot,200a/240v,,10,"5/9'0""w x 14'0""h",,,,Masonry,,,,,,7779028,,,Southeast Industrial Park,3.019,39.9264684,-82.9395422,1170-1200 Refugee Ln,"Columbus, OH 43207-6104",Gerry Augenstein,6144445320,,,,,P.O.Box 30218,"Stockton, CA 95213",,Shepherd Industrial Properties LLC,2094600893,,$3.65 - 4.46 (Est.),,,,,,,,,,1170-1200 Refugee Ln,"Columbus, OH 43207-6104",Gerry Augenstein,Pelton Shepherd Industries,6144445320,"M, Columbus",,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,6/5/15 0:00,1120000,605 S Front St Suite # 200,"Curt Berlin, SIOR",3,,,,Single,
4694-4712 Trabue Rd,Westbelt/Trabue Minis,Industrial,Existing,Northwest,Hilliard,Columbus,OH,43228-9447,Franklin,2003,1,,60,2.5,38400,,,,,0,,-,100,,2021 Tax @ $1.62/sf,2021 Tax @ $1.62/sf,,,,,,,,,,Tullie Richmond,Signage,200a 3p,"14'0""",,"19/9'0""w x 13'0""h",,None,,Masonry,,,,,,787303,,,,3.92,39.984897,-83.124066,5955 Litchfield Rd,"Columbus, OH 43235    ",Tullie Richmond,,,,,,5955 Litchfield Rd,"Columbus, OH 43235    ",Tullie Richmond,Tullie Richmond,,,$9.51 - 11.62 (Est.),,,,,,,,,,,,,,,M2,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,1.62,62335.7,Multi,
4882 Trabue Rd,,Industrial,Existing,Northwest,Hilliard,Columbus,OH,43228,Franklin,,1,,12,0.29,41309,,,,,0,,-,100,,,,,,,,,,,,,"Simpson Manufacturing Co., Inc.",,,,1,"5/9'0""w x 14'0""h",,,,Metal,,,,,,6469380,,,,376.509986,39.9893554,-83.1327146,5956 W Las Positas Blvd,"Pleasanton, CA 94588-8540",Karen Colonias,9255609000,,,,,5956 W Las Positas Blvd,"Pleasanton, CA 94588-8540",,"Simpson Manufacturing Co., Inc.",9255609000,,$7.58 - 9.27 (Est.),,,,,,,,,,5956 W Las Positas Blvd,"Pleasanton, CA 94588-8540",Karen Colonias,"Simpson Manufacturing Co., Inc.",9255609000,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,2/17/22 0:00,6295700,,,2,,,,Single,
468-516 Trade Rd,,Industrial,Existing,Northwest,Downtown West,Columbus,OH,43204-6241,Franklin,1963,1,,78,2,39000,,,,,0,,-,100,,2021 Tax @ $1.88/sf,2021 Tax @ $1.88/sf,,,Kohr Royer Griffith Inc.,"Columbus, OH 43215-1010",6145065434,6142286980,Jack Schreiner,,,"Baker Rental Company, LLC",,,"16'0""",,"26/9'0""w x 12'0""h",,,,Reinforced Concrete,,,,,,668385,,,Valleyview Commerce Center,6.79,39.9643501,-83.0900616,3319 E Livingston Ave,"Columbus, OH 43227-1923",,6142368020,,,,,3319 Livingston Ave,"Columbus, OH 43227    ",,Samuel M Baker,6142368036,,$8.54 - 10.44 (Est.),,,,,,,,,,3319 E Livingston Ave,"Columbus, OH 43227-1923",,"Baker Rental Company, LLC",6142368020,M,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,1480 Dublin Rd,Jack Schreiner,2,2021,1.88,73410.54,Multi,
4393 Tuller Rd,,Flex,Existing,Northwest,Dublin,Dublin,OH,43017-5106,Franklin,1991,1,,140,4.33,32362,,,,,0,,-,100,,2021 Tax @ $4.69/sf,2021 Tax @ $4.69/sf,,,Colliers,"Columbus, OH 43215",6144374495,6144369700,Jonathan Schuen,,MILLCO Properties,Arcapita Inc.,,200a 3p,"14'0""",,"9/8'0""w x 10'0""h",,Yes,,Masonry,,,,,,493750,,,Tuller Ridge Corporate Center,8.78,40.106844,-83.1070923,1180 Peachtree St NE Suite # 2280,"Atlanta, GA 30309-3531",,4049209000,,,,,1600 Market St Suite # 2600,"Philadelphia, PA 19103-7240",,Alp-Arc II Tampa I Operating Company LLC,,,$8.25 - 10.08 (Est.),,,,,,,,,,1180 Peachtree St NE Suite # 2280,"Atlanta, GA 30309-3531",,Arcapita Inc.,4049209000,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,Arden Real Estate Partners III,10/25/21 0:00,2646744,2 Miranova Pl Suite # 900,Jonathan Schuen,3,2021,4.69,151775.62,Multi,
1665 Universal Rd,,Industrial,Existing,Southeast,Downtown South,Columbus,OH,43207-1734,Franklin,1977,1,,30,,31000,,,,,0,,-,100,2000,,,,,,,,,,,,"Ohio Mulch Supply, Inc.",,3p,"22'0""",3,6,,,,,,,,,,33436,,,,5.2,39.923186,-82.947902,1600 Universal Rd,"Columbus, OH 43207    ",James Weber,6144454455,,,,,1600 Universal Rd,"Columbus, OH 43207    ",,"Ohio Mulch Supply, Inc.",6144454455,,$4.60 - 5.48 (Est.),,,,,,,,,,1600 Universal Rd,"Columbus, OH 43207    ",James Weber,"Ohio Mulch Supply, Inc.",6144454455,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,,,,Single,
1285-1305 NE US 42,,Industrial,Existing,Madison County,Madison County,London,OH,43140,Madison,1989,1,,,,40675,,,,,0,,-,100,,2021 Tax @ $0.23/sf,2021 Tax @ $0.23/sf,,,,,,,,,,Richard Flax Law Firm,,,,,,,,,,,,,,,7520604,,,,5.48,39.9336201,-83.4054777,117 W High St Suite # 105,"London, OH 43140",Richard Flax,7408523000,,,,,2176 State Route 730,"Wilmington, OH 45177-9102",,Lnt Real Estate Holdings Llc,,,$7.70 - 9.41 (Est.),,,,,,,,,,117 W High St Suite # 105,"London, OH 43140",Richard Flax,Richard Flax Law Firm,7408523000,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,2021,0.23,9462.44,Single,
1290 N Us Hwy 42,Cashmans Feed Supply,Industrial,Existing,Delaware County,Delaware County,Delaware,OH,43015-6000,Delaware,1950,1,,35,1.13,31000,,,,,0,,-,100,,2021 Tax @ $0.61/sf,2021 Tax @ $0.61/sf,,Triple Net,RE/MAX Allegiance,"Delaware, OH 43015    ",7405133886,,Ed Cashman,Building 42 Llc,,Cashman Communications,,,"14'0""",2,6,,,,,,,,,,494340,,,,12,40.3140557,-83.0389373,1290 N Us Hwy 42,"Delaware, OH 43015-6000",Bill Cashman,7403621114,1290 US Highway 42 N,"Delaware, OH 43015",,7403621114,1290 US Highway 42 N,"Delaware, OH 43015",,Building 42 Llc,7403621114,,$6.55 - 8.01 (Est.),,,,,,,,,,1290 N Us Hwy 42,"Delaware, OH 43015-6000",Bill Cashman,Cashman Communications,7403621114,Industrial,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,5/28/14 0:00,750000,11-15 N Sandusky St,Ed Cashman,2,2021,0.61,18883.94,Multi,
825-831 Us-42 NE,,Flex,Existing,Madison County,Madison County,London,OH,43140,Madison,1980,1,,100,2.67,37474,,,,,0,,-,100,,,,,,,,,,,,,Bd Of Madison County Commissio,"Fenced Lot, Signage",,,,"7/12'0""w x 15'0""h",,,,Metal,,,,,,8146716,,,,31.73,39.9509239,-83.3768502,1 N Main St,"London, OH 43140-1068",,,,,,,1 N Main St,"London, OH 43140-1068",,Bd Of Madison County Commissio,,,$9.46 - 11.56 (Est.),,,,,,,,,,,,,,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,,,,Multi,
4085 Venture Pl,Groveport Prep,Industrial,Existing,Southeast,Southeast,Groveport,OH,43125-9287,Franklin,1987,1,,83,2.58,32194,,,,,0,,-,100,,2021 Tax @ $7.47/sf,2021 Tax @ $7.47/sf,,,,,,,,,,Groveport Community School,,,,1,"1/9'0""w x 12'0""h",,Wet,,Masonry,,,,,,495727,,,,2.694,39.877899,-82.886948,4485 S Hamilton Rd,"Groveport, OH 43125-9334",,6145744100,,,,,4485 Hamilton Rd,"Columbus, OH 43215",,Groveport School Properties LLC,,,$6.62 - 8.10 (Est.),,,,,,,,,,4485 S Hamilton Rd,"Groveport, OH 43125-9334",,Groveport Community School,6145744100,PIP,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,3/15/21 0:00,5386652,,,3,2021,7.47,240619.36,Single,
2612 Walcutt Rd,Access,Industrial,Existing,Northwest,Hilliard,Columbus,OH,43228,Franklin,2004,1,,,,40940,,,,,0,,-,100,,2021 Tax @ $1.17/sf,2021 Tax @ $1.17/sf,,,,,,,,,,Diamond Properties,,,,,,,,,Reinforced Concrete,,,,,,9745152,,,,5.0001,40.0065683,-83.1388696,333 N Bedford Rd Suite # 145,"Mount Kisco, NY 10549-1158",Jim Diamond,9147736249,,,,,,,,"DP LXI, LLC",,,$7.57 - 9.25 (Est.),,,,,,,,,,333 N Bedford Rd Suite # 145,"Mount Kisco, NY 10549-1158",Jim Diamond,Diamond Properties,9147736249,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,6/30/15 0:00,1545000,,,3,2021,1.17,48053.1,Single,
955 W Walnut St,,Industrial,Existing,Southeast,Southeast,Canal Winchester,OH,43110-9436,Franklin,1977,1,,38,1.1,40975,,,,,0,,-,100,6690,,,,,,,,,,,,Bd of Ed Canal Winchester Local School District,Fenced Lot,200v 3p,"20'0""",,"4/8'0""w x 10'0""h",25'w,Wet,,Masonry,,,,,Yes,495687,,,,3.22,39.847552,-82.833287,290 Washington St,"Canal Winchester, OH 43110    ",,6148374533,,,,,290 Washington St,"Canal Winchester, OH 43110    ",,Bd of Ed Canal Winchester Local School District,6148374533,,$6.91 - 8.45 (Est.),,,,,,,,,,290 Washington St,"Canal Winchester, OH 43110    ",,Bd of Ed Canal Winchester Local School District,6148374533,LM,,C,The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,100-year Floodplain,,,3/29/07 0:00,890000,,,3,,,,Single,
7800 B Walton Pky,,Flex,Existing,Northeast,Westerville,New Albany,OH,43054,Franklin,2007,2,,173,5.03,34361,34361,34361,34361,34361,0,0,-,100,4556,2022 Tax @ $3.67/sf,2022 Tax @ $3.67/sf,,Triple Net,CBRE,"Columbus, OH 43215-4138",6144305081,6142241767,John Hall,,,Gladstone Commercial Corporation,,2000a 3p,,2,"5/9'0""w x 13'0""h",,Yes,,Reinforced Concrete,,,,,,7598933,,,7800 Walton Parkway,5.4275,40.0943663,-82.8140459,1521 Westbranch Dr Suite # 100,"McLean, VA 22102-3204",Matt Tucker,7032875800,,,,,,,,CVG12 New Albany LLC,,,$10.18 - 12.44 (Est.),,,,,,,,,,1521 Westbranch Dr Suite # 100,"McLean, VA 22102-3204",Matt Tucker,Gladstone Commercial Corporation,7032875800,OCD w/Overlay New Albany,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,6/4/12 0:00,5177933,200 Civic Center Dr Suite # 14th Floor,John Hall,2,2022,3.67,126104.87,Multi,
8500 Warner Rd,,Industrial,Existing,Union County,Union County,Plain City,OH,43064-3554,Union,2021,1,,20,,30000,,,,,0,,-,100,,2021 Tax @ $0.08/sf,2021 Tax @ $0.08/sf,,,Newmark,"Columbus, OH 43215-3610",6148831011,6142219162,Eric Shea,,,Judith Slocum,,,,4,4,,,,,,,,,,11321406,,,Warner Business Park,,40.1225141,-83.1993913,1141 C St,"Sandusky, OH 44870",Judith Slocum,4196254565,,,,,,,,Slocum Judith A Trust,,,$7.54 - 9.22 (Est.),,,,,,,,,,1141 C St,"Sandusky, OH 44870",Judith Slocum,Judith Slocum,4196254565,I,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,150 E Broad St Suite # 500,Eric Shea,4,2021,0.08,2466.46,,
8510 Warner Rd,,Industrial,Existing,Union County,Union County,Plain City,OH,43064-3557,Union,2021,1,,22,0.3,30000,,,,,0,,-,100,,2021 Tax @ $0.08/sf,2021 Tax @ $0.08/sf,,,Newmark,"Columbus, OH 43215-3610",6148831011,6142219162,Eric Shea,,,8510 Warner Road LLC,,,"20'0""",,Yes,,,,Masonry,,,,,,11321421,,,Warner Business Park,,40.1228832,-83.1999581,,,,,,,,,,,,8510 Warner Road LLC,,,$7.39 - 9.03 (Est.),,,,,,,,,,,,,,,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,4/29/21 0:00,330000,150 E Broad St Suite # 500,Eric Shea,4,2021,0.08,2466.46,Multi,
4147 Weaver Ct,,Industrial,Existing,Northwest,Hilliard,Hilliard,OH,43026,Franklin,1975,1,,40,1,40000,,,,,0,,-,100,,2021 Tax @ $2.25/sf,2021 Tax @ $2.25/sf,,,,,,,,,,"Kerbler & Company, Inc.",,,"14'0""",2,4,,,,,,,,,,495332,,,,2,40.0373324,-83.1452167,6491 Proprietors Rd,"Worthington, OH 43085-3232",Jim Kerbler,6148855387,,,,,6491 Proprietors Rd,"Worthington, OH 43085-3232",,"Kerbler & Company, Inc.",6148855387,,$7.23 - 8.84 (Est.),,,,,,,,,,6491 Proprietors Rd,"Worthington, OH 43085-3232",Jim Kerbler,"Kerbler & Company, Inc.",6148855387,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,2.25,90194.94,Multi,
4343 Weaver Ct,,Industrial,Existing,Northwest,Hilliard,Hilliard,OH,43026-1132,Franklin,1985,1,,16,,40000,,,,,0,,-,100,,2021 Tax @ $0.63/sf,2021 Tax @ $0.63/sf,,,,,,,,,,"Hi-Way Paving, Inc.",Fenced Lot,,"24'0""",,"4/9'0""w x 14'0""h",,,,Masonry,,,,,,495333,,,,1.5,40.040564,-83.14605,4343 Weaver Ct,"Hilliard, OH 43026-1132",Alan Moore,6148761700,,,,,4343 Weaver Ct,"Hilliard, OH 43026-1132",,"Hi-Way Paving, Inc.",6148761700,,$7.71 - 9.43 (Est.),,,,,,,,,,4343 Weaver Ct,"Hilliard, OH 43026-1132",Alan Moore,"Hi-Way Paving, Inc.",6148761700,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,2021,0.63,25010.86,Single,
4350 Weaver Ct,,Industrial,Existing,Northwest,Hilliard,Hilliard,OH,43026,Franklin,2021,1,,16,0.4,40000,,,,,0,,-,100,,2021 Tax @ $2.02/sf,2021 Tax @ $2.02/sf,,,,,,,,,,Leland and Kara Vogel,,,,,,,,,,,,,,,12333757,,,,14.6446,40.041026,-83.1439416,41 E Como Ave,"Columbus, OH 43202-1231",Leland Vogel,5133771973,,,,,5405 Red Bank Rd,"Galena, OH 43021",,Weaver Flex LLC,,,$7.73 - 9.45 (Est.),,,,,,,,,,41 E Como Ave,"Columbus, OH 43202-1231",Leland Vogel,Leland and Kara Vogel,5133771973,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,5/1/23 0:00,724740,,,3,2021,2.02,80688.5,,
4150-4200 S Weaver Ct,,Industrial,Existing,Northwest,Hilliard,Hilliard,OH,43026,Franklin,1987,1,,98,2.47,39640,,,,,0,,-,100,800,2021 Tax @ $1.70/sf,2021 Tax @ $1.70/sf,,,,,,,,,Paul & Emil E Kerber Trust,"Kerbler & Company, Inc.",,,"18'0""",7,6,,,,,,,,,,495368,,,,1.4,40.0374144,-83.1448307,6491 Proprietors Rd,"Worthington, OH 43085-3232",Jim Kerbler,6148855387,,,,,6491 Proprietors Rd,"Worthington, OH 43085-3232",,"Kerbler & Company, Inc.",6148855387,,$7.67 - 9.38 (Est.),,,,,,,,,,6491 Proprietors Rd,"Worthington, OH 43085-3232",Jim Kerbler,"Kerbler & Company, Inc.",6148855387,,,C,The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,100-year Floodplain,,,,,,,3,2021,1.7,67492.54,Multi,
2625 Westbelt Dr,Rear,Industrial,Existing,Northwest,Hilliard,Columbus,OH,43228,Franklin,1977,1,,12,,38003,,,,,0,,-,100,,2021 Tax @ $4.56/sf,2021 Tax @ $4.56/sf,,,,,,,,,,"Setzer Properties, LLC",Fenced Lot,,,2,"15/9'0""w x 13'0""h",,,,Masonry,,,,,,7687503,,,,25,40.0060681,-83.1263582,354 Waller Ave Suite # 200,"Lexington, KY 40504-2928",,8595147767,,,,,354 Waller Ave,"Lexington, KY 40504-2928",,Setzer Properties Xco LLC,,,$7.46 - 9.12 (Est.),,,,,,,,,,354 Waller Ave Suite # 200,"Lexington, KY 40504-2928",,"Setzer Properties, LLC",8595147767,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,12/20/19 0:00,5781464,,,3,2021,4.56,173260.1,Single,
5688-5702 Westbourne Ave,,Industrial,Existing,Northeast,Airport,Columbus,OH,43213-1487,Franklin,1995,1,,42,1.08,40984,,,,,0,,-,100,,2021 Tax @ $1.09/sf,2021 Tax @ $1.09/sf,,,Westbourne Commerce Park,"Columbus, OH 43213    ",6148635386,,Margo Hanna,,,Westbourne Commerce Park,,3p,"14'0""",,"8/9'0""w x 12'0""h",,,,Masonry,,,,,,510002,,,Westbourne Commerce Park,2.369,39.984746,-82.848566,5702 Westbourne Ave,"Columbus, OH 43213    ",,6148635386,,,,,5702 Westbourne Ave,"Columbus, OH 43213    ",,Westbourne Commerce Park,6148635386,,$7.48 - 9.14 (Est.),,,,,,,,,,5702 Westbourne Ave,"Columbus, OH 43213    ",,Westbourne Commerce Park,6148635386,M-1,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,5702 Westbourne Ave,Margo Hanna,2,2021,1.09,44862.5,Multi,
5715-5729 Westbourne Ave,,Industrial,Existing,Northeast,Airport,Columbus,OH,43213,Franklin,1999,1,,38,1.46,29662,,,,,0,,-,100,,2021 Tax @ $1.25/sf,2021 Tax @ $1.25/sf,,,Westbourne Commerce Park,"Columbus, OH 43213    ",6148635386,,Margo Hanna,,,Westbourne Commerce Park,,,,6,"8/9'0""w x 12'0""h",,,,Masonry,,,,,,7546614,,,Westbourne Commerce Park,2.08,39.9838037,-82.8486796,5702 Westbourne Ave,"Columbus, OH 43213    ",,6148635386,,,,,250 Broad St,"Columbus, OH 43215",,Westbourne Ltd Vii,,,$6.37 - 7.79 (Est.),,,,,,,,,,5702 Westbourne Ave,"Columbus, OH 43213    ",,Westbourne Commerce Park,6148635386,M-1,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,5702 Westbourne Ave,Margo Hanna,2,2021,1.25,36983.12,Multi,
5735-5747 Westbourne Ave,,Industrial,Existing,Northeast,Airport,Columbus,OH,43213-4406,Franklin,1998,1,,30,0.98,30480,,,,,0,,-,100,,2021 Tax @ $1.17/sf,2021 Tax @ $1.17/sf,,,Westbourne Commerce Park,"Columbus, OH 43213    ",6148635386,,Margo Hanna,,,Westbourne Commerce Park,Property Manager on Site,3p,"14'0""",5,"7/9'0""w x 12'0""h",,,,Masonry,,Yes,,,,509858,,,Westbourne Commerce Park,2.083,39.983785,-82.847605,5702 Westbourne Ave,"Columbus, OH 43213    ",,6148635386,,,,,250 Broad St,"Columbus, OH 43215",,Westbourne Ltd Vi,,,$6.76 - 8.26 (Est.),,,,,,,,,,5702 Westbourne Ave,"Columbus, OH 43213    ",,Westbourne Commerce Park,6148635386,M-1,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,5702 Westbourne Ave,Margo Hanna,2,2021,1.17,35773.56,Multi,
4645 Westerville Rd,The Hard Building,Flex,Existing,Northeast,Westerville,Columbus,OH,43231-6050,Franklin,1989,2,,80,4,32400,,,,,0,,-,100,,,,,,,,,,,,,George Annasis,Property Manager on Site,,"20'0""",2,4,,,,Masonry,,,,,,33633,,,,6.92,40.0669251,-82.9332628,,,,,,,,,,,,George Annasis,,,$7.26 - 8.87 (Est.),,,,,,,,,,,,,George Annasis,,industrial,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,11/28/17 0:00,950000,,,3,,,,Multi,
5215 Westpoint Dr,,Industrial,Existing,Southeast,Southeast,Groveport,OH,43125,Franklin,2013,1,,80,2.48,32286,,,,,0,,-,100,,,,,,,,,,,,,EXXCEL Project Management,,,,,"10/12'0""w x 16'0""h",,,,Masonry,,,,,,8979922,,,,36.578,39.853383,-82.932351,328 Civic Center Dr,"Columbus, OH 43215-5087",,6146214500,,,,,250 West St,"Columbus, OH 43215-7513",,CP One LLC,6146214500,,$6.64 - 8.12 (Est.),,,,,,,,,,328 Civic Center Dr,"Columbus, OH 43215-5087",,EXXCEL Project Management,6146214500,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,,,,Single,
4121-4135 Westward Ave,Fisher Plaza,Flex,Existing,Northwest,Downtown West,Columbus,OH,43228-1043,Franklin,1973,1,,34,1.15,29500,,,,,0,,-,100,,2021 Tax @ $4.11/sf,2021 Tax @ $4.11/sf,,,RJ Boll Realty,"Dublin, OH 43017-1592",6147992100,6147992112,Michael Grenert,Maxton Properties,,"REManagement, LLC",,Heavy,"18'0""",9,1,,,,Masonry,,Gas,,,,495525,,,Fisher Plaza,6.6,39.970269,-83.112678,1677 Robert St,"New Orleans, LA 70115",William Monaghan,6463221660,,,,6146793360,1677 Robert St,"New Orleans, LA 70115",,"REManagement, LLC",6463221660,,$6.46 - 7.90 (Est.),,,,,,,,,,1677 Robert St,"New Orleans, LA 70115",William Monaghan,"REManagement, LLC",6463221660,M,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,1/26/17 0:00,903532,5880 Sawmill Rd Suite # 150,Michael Grenert,2,2021,4.11,121256.86,Multi,
850 Williams Ave,,Industrial,Demolished,Northwest,Grandview,Columbus,OH,43212-3848,Franklin,1933,1,,18,,33030,,,,,0,,-,,3000,,,,,,,,,,,,Nationwide Realty Investors,,,"16'0""",3,"4/8'0""w x 12'0""h",,,,Reinforced Concrete,,,,,,495153,,,,1.2,39.979263,-83.027054,375 N Front St Suite # 200,"Columbus, OH 43215-2232",Brian Ellis,6148572330,,,,,375 N Front St Suite # 200,"Columbus, OH 43215    ",,"NRI Equity Land Investments, LLC",6148572330,,Not Disclosed,,,,,,,,,,375 N Front St Suite # 200,"Columbus, OH 43215-2232",Brian Ellis,Nationwide Realty Investors,6148572330,,,C,"Area of minimal flood hazard, usually depicted on FIRMs as above the 500-year flood level.",Moderate to Low Risk Areas,500-year Floodplain,,,10/21/09 0:00,1100000,,,3,,,,Single,
915 Williams Ave,,Industrial,Demolished,Northwest,Grandview,Columbus,OH,43212-3850,Franklin,1952,1,,40,1.33,30000,,,,,0,,-,,5000,,,,,,,,,,,,Nationwide Realty Investors,,,"18'0""",2,None,,,,Reinforced Concrete,,,,,,495157,,,,2,39.977971,-83.02839,375 N Front St Suite # 200,"Columbus, OH 43215-2232",,6148572330,,,,,375 N Front St,"Columbus, OH 43215-2258",,NRI Equity Land Investments LLC,,,Not Disclosed,,,,,,,,,,375 N Front St Suite # 200,"Columbus, OH 43215-2232",,Nationwide Realty Investors,6148572330,M-1,,C,"Area of minimal flood hazard, usually depicted on FIRMs as above the 500-year flood level.",Moderate to Low Risk Areas,500-year Floodplain,,,12/19/13 0:00,971400,,,3,,,,Single,1
1862 Williams Rd,Truck Terminal,Industrial,Existing,Southeast,Southeast,Columbus,OH,43207-5113,Franklin,2000,1,,30,1,30937,,,,,0,,-,100,,2021 Tax @ $5.58/sf,2021 Tax @ $5.58/sf,,,,,,,,,,Viking Properties LLC,Fenced Lot,3p,"12'0""",32,"1/9'0""w x 12'0""h",50'w x 50'd,,,Masonry,,Gas,City,City,Natural,588067,,,,5,39.893898,-82.943888,3663 Alum Creek Dr,"Columbus, OH 43207-3426",,6144970497,,,,,3663 Alum Creek Dr,"Columbus, OH 43207-3426",,Viking Properties LLC,6144970497,,$9.48 - 11.59 (Est.),,,,,,,,,,3663 Alum Creek Dr,"Columbus, OH 43207-3426",,Viking Properties LLC,6144970497,M-1,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,5.58,172608.22,Single,
