current_occupant,business_name,tradestyle_name,duns,subject_address_full,website,phone,naics_code,naics_description,sic_code,sic_description,employees_at_location,year_started,type_of_location,company_address_line_1,company_address_city,company_address_state,company_address_postal_code,subject_address_line_1,subject_address_city,subject_address_state,subject_address_postal_code,reonomy_property_id,apn,longitude,latitude
"Columbus Design & Manufacturing, LLC","Columbus Design & Manufacturing, LLC",,057900310,"911 STELZER RD, COLUMBUS, OH 43219",www.cdmohio.com,4145343273,541490,Other Specialized Design Services,73891800,Design services,5,2014,Single Location,3303 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.915784,39.990045
A All American Plumbing Inc,A All American Plumbing Inc,All American Plumbing,069067528,"911 STELZER RD, COLUMBUS, OH 43219",,6144433511,238220,"Plumbing, Heating, and Air-Conditioning Contractors",17110200,Plumbing contractors,6,1993,Single Location,3242 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.918333,39.990515
Produce One,Produce One,,062972631,"911 STELZER RD, COLUMBUS, OH 43219",www.elevenoneproductions.com,6143381910,445230,Fruit and Vegetable Retailers,54310000,Fruit and vegetable markets,2,2011,Single Location,911 Stelzer Rd,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.917229,39.990129
The Door Company of Ohio Inc,The Door Company of Ohio Inc,"Door Company, The",848659546,"911 STELZER RD, COLUMBUS, OH 43219",www.tdoorco.com,6143381414,238130,Framing Contractors,17510201,"Garage door, installation or erection",17,1993,Single Location,3247 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.918173,39.990149
Dat Logistics,Dat Logistics,,070547506,"911 STELZER RD, COLUMBUS, OH 43219",www.dat.com,6142370100,488999,All Other Support Activities for Transportation,47890000,"Transportation services, nec",2,2012,Single Location,3303 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.915784,39.990045
"Integrity Communication Services, LLC","Integrity Communication Services, LLC",,078460539,"911 STELZER RD, COLUMBUS, OH 43219",,6149610894,493190,Other Warehousing and Storage,42260000,"Special warehousing and storage, nec",1,,Branch,3203 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.919091,39.990129
Concrete Cutting & Breaking Co,Concrete Cutting & Breaking Co,,938883873,"911 STELZER RD, COLUMBUS, OH 43219",www.concut.com,6142571827,238910,Site Preparation Contractors,17959901,Concrete breaking for streets and highways,6,,Branch,3268 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.917513,39.990491
"Custom Fleet and Autobody, Inc.","Custom Fleet and Autobody, Inc.",,800228970,"911 STELZER RD, COLUMBUS, OH 43219",www.customfleetandautobody.com,6144435338,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",75320401,"Body shop, automotive",7,2007,Single Location,3303 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.915784,39.990045
Love Bold Apparel LLC,Love Bold Apparel LLC,,107802072,"911 STELZER RD, COLUMBUS, OH 43219",,6143061389,458110,Clothing and Clothing Accessories Retailers,56219902,"Ready-to-wear apparel, women's",2,2018,Single Location,3248 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.917898,39.990491
Superior Industrial Insulation Company,Superior Industrial Insulation Company,,056511956,"911 STELZER RD, COLUMBUS, OH 43219",www.superior-insulation.com,6144293818,238310,Drywall and Insulation Contractors,17420203,"Insulation, buildings",1,,Branch,3280 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.917111,39.990463
Make Appoint Apparel LLC,Make Appoint Apparel LLC,,014677007,"911 STELZER RD, COLUMBUS, OH 43219",,6143298447,458110,Clothing and Clothing Accessories Retailers,56219902,"Ready-to-wear apparel, women's",2,2018,Single Location,3248 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.917898,39.990491
Precision Concrete Contractors LLC,Precision Concrete Contractors LLC,,031657650,"173 HEATHERDOWN DR, WESTERVILLE, OH 43081",www.concreteworkers.com,,238990,All Other Specialty Trade Contractors,17990000,"Special trade contractors, nec",1,2013,Single Location,811 Green Crest Dr,Westerville,OH,43081,173 Heatherdown Dr,Westerville,OH,43081,835ae0af-34fd-5aec-b7bc-38711e59cdc3,080-005793,-82.930392,40.103722
"Viaquest Day & Employment Services, LLC","Viaquest Day & Employment Services, LLC",Qfi Central Ohio,078496771,"173 HEATHERDOWN DR, WESTERVILLE, OH 43081",www.viaquestinc.com,6142126148,624190,Other Individual and Family Services,83220610,Social service center,3,,Branch,811 Green Crest Dr,Westerville,OH,43081,173 Heatherdown Dr,Westerville,OH,43081,835ae0af-34fd-5aec-b7bc-38711e59cdc3,080-005793,-82.930822,40.10354
"Smyth Automotive, Inc.","Smyth Automotive, Inc.",,053473947,"173 HEATHERDOWN DR, WESTERVILLE, OH 43081",www.smythautoparts.com,,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,50130100,Automotive supplies and parts,5,,Branch,173 Heatherdown Dr,Westerville,OH,43081,173 Heatherdown Dr,Westerville,OH,43081,835ae0af-34fd-5aec-b7bc-38711e59cdc3,080-005793,-82.930333,40.104568
"Capital City Millwork, Inc.","Capital City Millwork, Inc.",,795423172,"173 HEATHERDOWN DR, WESTERVILLE, OH 43081",,6149390670,337122,Nonupholstered Wood Household Furniture Manufacturing,25110605,"Storage chests, household: wood",1,2007,Single Location,173 Heatherdown Dr Ste B,Westerville,OH,43081,173 Heatherdown Dr,Westerville,OH,43081,835ae0af-34fd-5aec-b7bc-38711e59cdc3,080-005793,-82.930545,40.104646
Universal Veneer Mill Corp.,Universal Veneer Mill Corp.,,117364752,"1776 TAMARACK RD, NEWARK, OH 43055",www.universalveneer.com,7405221147,321211,Hardwood Veneer and Plywood Manufacturing,24350000,Hardwood veneer and plywood,180,1978,Single Location,1776 Tamarack Rd,Newark,OH,43055,1776 Tamarack Rd,Newark,OH,43055,630471df-940d-4839-8471-df940d48390b,054-216672-07.000,-82.463318,40.03981
Universal Veneer Sales Corporation,Universal Veneer Sales Corporation,,878953454,"1776 TAMARACK RD, NEWARK, OH 43055",www.universalveneer.com,7405221147,321211,Hardwood Veneer and Plywood Manufacturing,24359904,"Veneer stock, hardwood",186,1993,HQ,1776 Tamarack Rd,Newark,OH,43055,1776 Tamarack Rd,Newark,OH,43055,630471df-940d-4839-8471-df940d48390b,054-216672-07.000,-82.463318,40.03981
"Milestone Ventures, LLC","Milestone Ventures, LLC",,065394845,"1776 TAMARACK RD, NEWARK, OH 43055",www.activatevp.com,3179082093,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",50310204,Veneer,18,,Branch,1776 Tamarack Rd,Newark,OH,43055,1776 Tamarack Rd,Newark,OH,43055,630471df-940d-4839-8471-df940d48390b,054-216672-07.000,-82.463318,40.03981
Universal Veneer Production Corp,Universal Veneer Production Corp,,878953710,"1776 TAMARACK RD, NEWARK, OH 43055",www.universalveneer.com,7405221147,321212,Softwood Veneer and Plywood Manufacturing,24360000,Softwood veneer and plywood,12,1993,Single Location,1776 Tamarack Rd,Newark,OH,43055,1776 Tamarack Rd,Newark,OH,43055,630471df-940d-4839-8471-df940d48390b,054-216672-07.000,-82.463318,40.03981
"Vienna Donatos, LLC","Vienna Donatos, LLC",,088606456,"935 TAYLOR STATION RD, GAHANNA, OH 43230",,,722513,Limited-Service Restaurants,58120600,Pizza restaurants,7,2015,Single Location,935 Taylor Station Rd,Columbus,OH,43230,935 Taylor Station Rd,Gahanna,OH,43230,761d46c0-4ac0-545e-827a-73da42b39e75,025-003938,-82.841627,39.991726
Gentle Wind Ltd.,Gentle Wind Ltd.,,034662340,"935 TAYLOR STATION RD, GAHANNA, OH 43230",www.gentlewind.com,,513199,All Other Publishers,27410000,Miscellaneous publishing,1,2010,Single Location,935 Taylor Station Rd,Columbus,OH,43230,935 Taylor Station Rd,Gahanna,OH,43230,761d46c0-4ac0-545e-827a-73da42b39e75,025-003938,-82.841627,39.991726
Grote Family Limited Partnership 2,Grote Family Limited Partnership 2,,096681815,"935 TAYLOR STATION RD, GAHANNA, OH 43230",,,561499,All Other Business Support Services,73890000,"Business services, nec",1,1996,Single Location,935 Taylor Station Rd,Columbus,OH,43230,935 Taylor Station Rd,Gahanna,OH,43230,761d46c0-4ac0-545e-827a-73da42b39e75,025-003938,-82.841627,39.991726
"Donatos Pizzeria, LLC","Donatos Pizzeria, LLC",Donato's Pizza,107699183,"935 TAYLOR STATION RD, GAHANNA, OH 43230",www.donatos.com,6148642444,722513,Limited-Service Restaurants,58120601,"Pizzeria, chain",100,1999,HQ,935 Taylor Station Rd,Columbus,OH,43230,935 Taylor Station Rd,Gahanna,OH,43230,761d46c0-4ac0-545e-827a-73da42b39e75,025-003938,-82.841627,39.991726
"Lapis Investments, Ltd.","Lapis Investments, Ltd.",,090854573,"935 TAYLOR STATION RD, GAHANNA, OH 43230",www.lapis.finance,,523910,Miscellaneous Intermediation,67990000,"Investors, nec",2,1995,Single Location,935 Taylor Station Rd,Columbus,OH,43230,935 Taylor Station Rd,Gahanna,OH,43230,761d46c0-4ac0-545e-827a-73da42b39e75,025-003938,-82.841627,39.991726
Grote Family Limited Partnership II,Grote Family Limited Partnership II,,087868265,"935 TAYLOR STATION RD, GAHANNA, OH 43230",,,561499,All Other Business Support Services,73890000,"Business services, nec",1,1995,Single Location,935 Taylor Station Rd,Columbus,OH,43230,935 Taylor Station Rd,Gahanna,OH,43230,761d46c0-4ac0-545e-827a-73da42b39e75,025-003938,-82.841627,39.991726
Smartbill Ltd.,Smartbill Ltd.,,156610755,"1050 O NEILL DR, HEBRON, OH 43025",www.smartbillcorp.com,7409286909,323111,Commercial Printing (except Screen and Books),27599901,"Business forms: printing, nsk",17,2001,Single Location,1050 O Neill Dr,Hebron,OH,43025,1050 O Neill Dr,Hebron,OH,43025,792d318c-57a2-5d17-83a0-227620991735,073-331320-09.000,-82.471868,39.974535
National Beverage Corp.,National Beverage Corp.,Shasta Beverges,789611662,"4685 GROVEPORT RD, OBETZ, OH 43207",www.nationalbeverage.com,6144915415,312111,Soft Drink Manufacturing,20860302,"Soft drinks: packaged in cans, bottles, etc.",6,,Branch,4685 Groveport Rd,Obetz,OH,43207,4685 Groveport Rd,Obetz,OH,43207,0d5cdc11-ea4d-590e-b3b4-a0b106136f70,152-000015,-82.945059,39.87289
"Shasta Beverages, Inc.","Shasta Beverages, Inc.",National Beverage,161258736,"4685 GROVEPORT RD, OBETZ, OH 43207",www.shastapop.com,6144915415,312111,Soft Drink Manufacturing,20860302,"Soft drinks: packaged in cans, bottles, etc.",27,,Branch,4685 Groveport Rd,Obetz,OH,43207,4685 Groveport Rd,Obetz,OH,43207,0d5cdc11-ea4d-590e-b3b4-a0b106136f70,152-000015,-82.945059,39.87289
"I.S.E.L., LLC","I.S.E.L., LLC",,080178968,"2120 NEW WORLD DR, COLUMBUS, OH 43207",www.iselinc.com,,324191,Petroleum Lubricating Oil and Grease Manufacturing,29920100,Lubricating oils,1,,Branch,2138 New World Dr,Columbus,OH,43207,2120 New World Dr,Columbus,OH,43207,d0c1c6d8-2689-551e-8659-931581443cd0,530-112385,-82.936592,39.903076
Chep (u.s.a.) Inc.,Chep (u.s.a.) Inc.,,838800162,"2120 NEW WORLD DR, COLUMBUS, OH 43207",www.chep.com,6144979448,321920,Wood Container and Pallet Manufacturing,24480201,"Pallets, wood",45,,Branch,2130 New World Dr,Columbus,OH,43207,2120 New World Dr,Columbus,OH,43207,d0c1c6d8-2689-551e-8659-931581443cd0,530-112385,-82.937197,39.902722
"Kinetics Noise Control, Inc.","Kinetics Noise Control, Inc.",Hammond Kinetics,004284089,"6300 IRELAN PL, DUBLIN, OH 43016",www.kineticsnoise.com,6148890480,334519,Other Measuring and Controlling Device Manufacturing,38299923,"Vibration meters, analyzers, and calibrators",135,2020,HQ,6300 Irelan Pl,Dublin,OH,43016,6300 Irelan Pl,Dublin,OH,43016,fe654668-331d-5396-8a49-2bc8d66b6d74,274-000102,-83.154899,40.093432
"Advanced Isolation Systems, Ltd.","Advanced Isolation Systems, Ltd.",,053921886,"6300 IRELAN PL, DUBLIN, OH 43016",,,561499,All Other Business Support Services,73890000,"Business services, nec",1,2010,Single Location,6300 Irelan Pl,Dublin,OH,43016,6300 Irelan Pl,Dublin,OH,43016,fe654668-331d-5396-8a49-2bc8d66b6d74,274-000102,-83.154899,40.093432
Kinetics Properties Ltd.,Kinetics Properties Ltd.,,015264219,"6300 IRELAN PL, DUBLIN, OH 43016",,,531312,Nonresidential Property Managers,65120000,Nonresidential building operators,2,2019,Single Location,6300 Irelan Pl,Dublin,OH,43016,6300 Irelan Pl,Dublin,OH,43016,fe654668-331d-5396-8a49-2bc8d66b6d74,274-000102,-83.154899,40.093432
"Baesman Group, Inc.","Baesman Group, Inc.",Fulfillment Center,080929210,"3820 ZANE TRACE DR, COLUMBUS, OH 43228",www.baesman.com,6148502718,531210,Offices of Real Estate Agents and Brokers,65310100,Real estate brokers and agents,14,,Branch,3820 Zane Trace Dr,Columbus,OH,43228,3820 Zane Trace Dr,Columbus,OH,43228,43defb09-3819-530d-ba7d-f70f0add7809,560-137711,-83.114329,40.007453
Valex Sourcing and Sales LLC,Valex Sourcing and Sales LLC,,045752542,"3820 ZANE TRACE DR, COLUMBUS, OH 43228",www.hppoweradapters.com,6145070277,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",0,2012,Single Location,3820 Zane Trace Dr,Columbus,OH,43228,3820 Zane Trace Dr,Columbus,OH,43228,43defb09-3819-530d-ba7d-f70f0add7809,560-137711,-83.114329,40.007453
Columbus J&K Cabinetry-,Columbus J&K Cabinetry-,,106581733,"3820 ZANE TRACE DR, COLUMBUS, OH 43228",www.jkcabinetohio.com,6149713555,337110,Wood Kitchen Cabinet and Countertop Manufacturing,24340000,Wood kitchen cabinets,1,2019,Single Location,3834 Zane Trace Dr,Columbus,OH,43228,3820 Zane Trace Dr,Columbus,OH,43228,43defb09-3819-530d-ba7d-f70f0add7809,560-137711,-83.114889,40.007475
"Aiga, Inc.","Aiga, Inc.",,118646619,"3820 ZANE TRACE DR, COLUMBUS, OH 43228",www.aiga.org,3473991000,561110,Office Administrative Services,87410100,Business management,2,2020,Single Location,3834 Zane Trace Dr,Columbus,OH,43228,3820 Zane Trace Dr,Columbus,OH,43228,43defb09-3819-530d-ba7d-f70f0add7809,560-137711,-83.114889,40.007475
Tgs Post Limited,Tgs Post Limited,,053920496,"3820 ZANE TRACE DR, COLUMBUS, OH 43228",www.thegardnerschool.com,,624410,Child Care Services,83519905,Preschool center,1,2010,Single Location,3826 Zane Trace Dr,Columbus,OH,43228,3820 Zane Trace Dr,Columbus,OH,43228,43defb09-3819-530d-ba7d-f70f0add7809,560-137711,-83.114343,40.007178
Idex Corporation,Idex Corporation,,079444973,"3820 ZANE TRACE DR, COLUMBUS, OH 43228",www.idexcorp.com,3302639533,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,36470000,Vehicular lighting equipment,3,,Branch,3834 Zane Trace Dr,Columbus,OH,43228,3820 Zane Trace Dr,Columbus,OH,43228,43defb09-3819-530d-ba7d-f70f0add7809,560-137711,-83.114889,40.007475
Resolute FP US Inc.,Resolute FP US Inc.,Recycling Div,808076900,"1015 MARION RD, COLUMBUS, OH 43207",www.resolutefp.com,6144436300,322120,Paper Mills,26210000,Paper mills,3,,Branch,995 Marion Rd,Columbus,OH,43207,1015 Marion Rd,Columbus,OH,43207,385fcb1a-4622-5beb-8f0b-cf1ddad12f18,010-112377,-82.968848,39.922067
"Westrock Cp, LLC","Westrock Cp, LLC",,877825729,"1015 MARION RD, COLUMBUS, OH 43207",www.westrock.com,6144456850,322130,Paperboard Mills,26310000,Paperboard mills,11,,Branch,1015 Marion Rd,Columbus,OH,43207,1015 Marion Rd,Columbus,OH,43207,385fcb1a-4622-5beb-8f0b-cf1ddad12f18,010-112377,-82.967971,39.920826
Big Valley Ltd.,Big Valley Ltd.,,082233760,"1165 KINNEAR RD, COLUMBUS, OH 43212",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,1996,Single Location,1165 Kinnear Rd,Columbus,OH,43212,1165 Kinnear Rd,Columbus,OH,43212,18c4729f-3bd8-5579-a655-21f8106c88e4,130-011588,-83.03946,39.997162
"Banner Metals Group, Inc.","Banner Metals Group, Inc.",,004287504,"1308 HOLLY AVE, COLUMBUS, OH 43212",www.bannermetalsgroup.com,6142913105,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",34699916,Stamping Metal for the trade,70,1921,Single Location,1308 Holly Ave,Columbus,OH,43212,1308 Holly Ave,Columbus,OH,43212,86bf8b17-94a1-5d91-877b-7bf7992599e2,010-081972,-83.033065,39.985584
Meadow Creek Supply,Meadow Creek Supply,,058468656,"1178 JOYCE AVE, COLUMBUS, OH 43219",www.meadowcreekbbqsupply.com,7403593014,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,50990000,"Durable goods, nec",2,2011,Single Location,1178 Joyce Ave,Columbus,OH,43219,1178 Joyce Ave,Columbus,OH,43219,a6208a37-d38f-5963-bb18-a691b2f3aaf6,010-138142,-82.965106,39.99071
"Clear Choice Healthcare, LLC","Clear Choice Healthcare, LLC",,028979056,"1178 JOYCE AVE, COLUMBUS, OH 43219",,,621999,All Other Miscellaneous Ambulatory Health Care Services,80990000,"Health and allied services, nec",2,2010,Single Location,1178 Joyce Ave,Columbus,OH,43219,1178 Joyce Ave,Columbus,OH,43219,a6208a37-d38f-5963-bb18-a691b2f3aaf6,010-138142,-82.965106,39.99071
"Global Transport, LLC","Global Transport, LLC",,094798492,"1178 JOYCE AVE, COLUMBUS, OH 43219",www.globaltransportohio.com,,488999,All Other Support Activities for Transportation,47890000,"Transportation services, nec",2,2008,Single Location,1178 Joyce Ave Ste 207,Columbus,OH,43219,1178 Joyce Ave,Columbus,OH,43219,a6208a37-d38f-5963-bb18-a691b2f3aaf6,010-138142,-82.965106,39.99071
Robins Wine & Spirits Inc,Robins Wine & Spirits Inc,,181767257,"1178 JOYCE AVE, COLUMBUS, OH 43219",,6142610111,424810,Beer and Ale Merchant Wholesalers,51810000,Beer and ale,6,2005,Single Location,1178 Joyce Ave,Columbus,OH,43219,1178 Joyce Ave,Columbus,OH,43219,a6208a37-d38f-5963-bb18-a691b2f3aaf6,010-138142,-82.965106,39.99071
"United Stucco Associates Supply, Inc.","United Stucco Associates Supply, Inc.",USA Supply,938888591,"1178 JOYCE AVE, COLUMBUS, OH 43219",www.usasupply.com,6145450028,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",50320000,"Brick, stone, and related material",9,1996,HQ,1178 Joyce Ave,Columbus,OH,43219,1178 Joyce Ave,Columbus,OH,43219,a6208a37-d38f-5963-bb18-a691b2f3aaf6,010-138142,-82.965106,39.99071
Aflah Trucking LLC,Aflah Trucking LLC,,037827934,"1178 JOYCE AVE, COLUMBUS, OH 43219",,6149816796,484110,"General Freight Trucking, Local",42120000,"Local trucking, without storage",1,2014,Single Location,1178 Joyce Ave Ste 201,Columbus,OH,43219,1178 Joyce Ave,Columbus,OH,43219,a6208a37-d38f-5963-bb18-a691b2f3aaf6,010-138142,-82.965106,39.99071
"Giii Reitter Realty, LLC","Giii Reitter Realty, LLC",,091310187,"1178 JOYCE AVE, COLUMBUS, OH 43219",giii-reitter-walls-llc.business.site,,531210,Offices of Real Estate Agents and Brokers,65310100,Real estate brokers and agents,2,2012,Single Location,1178 Joyce Ave,Columbus,OH,43219,1178 Joyce Ave,Columbus,OH,43219,a6208a37-d38f-5963-bb18-a691b2f3aaf6,010-138142,-82.965106,39.99071
"Eagle Freight, Inc","Eagle Freight, Inc",,008070045,"1178 JOYCE AVE, COLUMBUS, OH 43219",,,484121,"General Freight Trucking, Long-Distance, Truckload",42130000,"Trucking, except local",8,,Branch,1178 Joyce Ave,Columbus,OH,43219,1178 Joyce Ave,Columbus,OH,43219,a6208a37-d38f-5963-bb18-a691b2f3aaf6,010-138142,-82.965106,39.99071
"Evans Towing, LLC","Evans Towing, LLC",,096832325,"1178 JOYCE AVE, COLUMBUS, OH 43219",evanstowing.business.site,6142610111,488410,Motor Vehicle Towing,75490300,Towing services,2,2017,Single Location,1178 Joyce Ave,Columbus,OH,43219,1178 Joyce Ave,Columbus,OH,43219,a6208a37-d38f-5963-bb18-a691b2f3aaf6,010-138142,-82.965106,39.99071
Sun Knight Logistics,Sun Knight Logistics,,109135357,"3910 GROVES RD, COLUMBUS, OH 43232",,6149867405,488999,All Other Support Activities for Transportation,47890000,"Transportation services, nec",2,2017,Single Location,3910 Groves Rd,Columbus,OH,43232,3910 Groves Rd,Columbus,OH,43232,65f4f830-b035-50ef-8f6f-dead8e9a7e36,010-057211,-82.895176,39.933145
Excel Decorators Inc,Excel Decorators Inc,,068387160,"3910 GROVES RD, COLUMBUS, OH 43232",www.exceldecorators.com,6145220056,812990,All Other Personal Services,72990502,Party planning service,135,,Branch,3910 Groves Rd Ste A,Columbus,OH,43232,3910 Groves Rd,Columbus,OH,43232,65f4f830-b035-50ef-8f6f-dead8e9a7e36,010-057211,-82.895176,39.933145
